Account,NAME,Site,BILLINGSTREET,BILLINGCITY,BILLINGSTATE,BILLINGPOSTALCODE,BILLINGCOUNTRY,SHIPPINGSTREET,SHIPPINGCITY,SHIPPINGSTATE,SHIPPINGPOSTALCODE,SHIPPINGCOUNTRY,PHONE,FAX,WEBSITE,DESCRIPTION,,,
Account.001,United Partners*,Dresden,Marktstr. 1,Dresden,,94105,Germany,Marktstr. 1,Dresden,,94105,Germany,673 555-0153,673 555-0182,http://www.unitedpartners.com,Vormals bekannt als United Partners*,,,
Account.004,United Partners (Ost),Hannover,Marienstr. 4,Hannover,,22209,Germany,Marienstr. 4,Hannover,,22209,Germany,543 555-0153,543 555-0182,http://unitedpartnerswashingtondc.net,ein kommender Star in seinem Umfeld.,,,
Account.002,United Partners,Dresden,Beethovenstr. 75,Dresden,,94110,Germany,Beethovenstr. 75,Dresden,,94110,Germany,684 555-0153,684 555-0182,http://www.unitedpartnersbayarea.com,Marktführer in seinem Fachgebiet.,,,
Account.010,Acme Resellers,Braunschweig,Ruhrstr. 90,Kassel,,94401,Germany,Ruhrstr. 90,Kassel,,94401,Germany,794 555-0153,794 555-0182,http://www.acmeresellers.com,Ein kommender Star in seinem Umfeld.,,,
Account.006,Advanced Inc.*,Bremen,Van-Gogh-Str. 97,Osnabrück,,95125,Germany,Van-Gogh-Str. 97,Osnabrück,,95125,Germany,346 555-0153,346 555-0182,http://www.Advanced.com,Einer der Innovatoren in seinem Bereich.,,,
Account.007,Universal Services,Paderborn,Talstr. 130,Paderborn,,89119,Germany,Talstr. 130,Paderborn,,89119,Germany,274 555-0153,274 555-0182,http://universalservices.net,Ein kommender Star in seinem Umfeld.,,,
Account.008,"Vand Enterprises, Inc.",Marburg,Lutherstr. 47,Marburg,,38111,Germany,Lutherstr. 47,Marburg,,38111,Germany,674 555-0153,674 555-0182,http://vandenterprisesinc.net,Einer der Innovatoren in seinem Bereich.,,,
Account.009,Allied Technologies,Würzburg,Wilhelmstr. 241,Würzburg,,97233,Germany,Wilhelmstr. 241,Würzburg,,97233,Germany,494 555-0153,494 555-0182,http://www.alliedtechnologies.com,Ein kommender Star in seinem Umfeld.,,,
Account.003,United Partners (San Francisco),Nürnberg,Elisabethstr. 67,Nürnberg,,85281,Germany,Elisabethstr. 67,Nürnberg,,85281,Germany,791 555-0153,791 555-0182,http://unitedpartnersaz.net,Marktführer seiner Branche.,,,
Account.005,United Partners,Darmstadt,Kommerzstr. 17,Darmstadt,,23224,Germany,Kommerzstr. 17,Darmstadt,,23224,Germany,174 555-0153,174 555-0182,http://www.unitedpartnersva.com,Einer der Innovatoren in seinem Bereich.,,,
