Account,NAME,Site,BILLINGSTREET,BILLINGCITY,BILLINGSTATE,BILLINGPOSTALCODE,BILLINGCOUNTRY,SHIPPINGSTREET,SHIPPINGCITY,SHIPPINGSTATE,SHIPPINGPOSTALCODE,SHIPPINGCOUNTRY,PHONE,FAX,WEBSITE,DESCRIPTION,,,
Account.001,United Partners*,Singapore,Temasek Boulevard,Singapore,,38989,Singapore,Temasek Boulevard,Singapore,,38989,Singapore,65 6525 9000,65 6525 9652,http://www.unitedpartners.com,Formerly known as United Partners*,,,
Account.004,United Partners (Malaysia),Kuala Lumpur,20 Science Park Road,Kuala Lumpur,,117674,Malaysia,20 Science Park Road,Kuala Lumpur,,117674,Malaysia,65 6525 9190,65 6525 9119,http://unitedpartnerswashingtondc.net,Up and coming player in the space.,,,
Account.002,United Partners (Thailand),Bangkok, 494 Rajdamri Road,Bangkok,,10010,Thailand, 494 Rajdamri Road,Bangkok,,10010,Thailand,65 6525 9004,65 6525 9301,http://www.unitedpartnersbayarea.com,Market leader in its field.,,,
Account.010,Acme Resellers,Singapore,25 Pandan Crescent,Singapore,,128477,Singapore,25 Pandan Crescent,Singapore,,128477,Singapore,65 6300 9000,65 6300 9300,http://www.acmeresellers.com,Up and coming player in the space.,,,
Account.006,Advanced Inc.*,Singapore,20 Havelock Road ,Singapore,,59765,Singapore,20 Havelock Road ,Singapore,,59765,Singapore,65 6336 2400,65 6336 2401,http://www.Advanced.com,An innovator in its area.,,,
Account.007,Universal Services,Singapore,10 Marina Boulevard,Singapore,,18983,Singapore,10 Marina Boulevard,Singapore,,18983,Singapore,65 6275 8136,65 6275 1221,http://universalservices.net,Up and coming player in the space.,,,
Account.008,Vand Enterprises Inc.,Singapore,3 Temasek Avenue,Singapore,,39190,Singapore,3 Temasek Avenue,Singapore,,39190,Singapore,65 6574 0100,65 6574 0158,http://vandenterprisesinc.net,An innovator in its area.,,,
Account.009,Allied Technologies,Singapore,30 Cecil Street,Singapore,,48623,Singapore,30 Cecil Street,Singapore,,48623,Singapore,65 6363 6141,65 6363 6140,http://www.alliedtechnologies.com,Up and coming player in the space.,,,
Account.003,United Partners (Indonesia),Jakarta,8 Do Duc Duc Road,Jakarta,,537083,Indonesia,8 Do Duc Duc Road,Jakarta,,537083,Indonesia,65 6574 1500,65 6574 1600,http://unitedpartnersaz.net,Market leader in its field.,,,
Account.005,United Partners (Vietnam),Hanoi,133 New Bridge Road ,Hanoi,,59413,Vietnam,133 New Bridge Road ,Hanoi,,59413,Vietnam,65 6633 0100,65 6633 0101,http://www.unitedpartnersva.com,An innovator in its area.,,,
PAccount,FIRSTNAME,LASTNAME,BILLINGSTREET,BILLINGCITY,BILLINGSTATE,BILLINGPOSTALCODE,BILLINGCOUNTRY,SHIPPINGSTREET,SHIPPINGCITY,SHIPPINGSTATE,SHIPPINGPOSTALCODE,SHIPPINGCOUNTRY,PHONE,FAX,WEBSITE,DESCRIPTION,,,
PAccount.011,Aidan,Heng,80 Airport Boulevard,Singapore,,819642,Singapore,80 Airport Boulevard,Singapore,,819642,Singapore,65 6965 8400,65 6965 8401,,,,,
PAccount.013,Chloe,Ong,902 East Coast Parkway,Singapore,,449874,Singapore,902 East Coast Parkway,Singapore,,449874,Singapore,65 6381 2884,65 6381 2894,,,,,
PAccount.012,Jayden,Lee,230 Victoria Street,Singapore,,188024,Singapore,230 Victoria Street,Singapore,,188024,Singapore,65 6426 9765,65 6426 9704,,,,,
PAccount.014,Sarah,Teoh,255 Holland Avenue,Singapore,,278983,Singapore,255 Holland Avenue,Singapore,,278983,Singapore,65 6920 9430,65 6920 9443,,,,,
PAccount.015,Joshua,Low,541 Orchard Road,Singapore,,238881,Singapore,541 Orchard Road,Singapore,,238881,Singapore,65 6377 5880,65 6377 5882,,,,,
PAccount.016,Megan,Ting,930 Yishun Ave 2,Singapore,,769658,Singapore,930 Yishun Ave 2,Singapore,,769658,Singapore,65 6534 8019,65 6534 8010,,,,,
PAccount.017,Cayden,Yeo,8 Grange Road,Singapore,,239695,Singapore,8 Grange Road,Singapore,,239695,Singapore,65 6263 5500,65 6263 5502,,,,,
PAccount.018,Isabelle,Eng,9 Scotts Road,Singapore,,228210,Singapore,9 Scotts Road,Singapore,,228210,Singapore,65 6499 6000,65 6473 4447,,,,,
PAccount.019,Lucas,Goh,68 Orchard Road,Singapore,,238839,Singapore,68 Orchard Road,Singapore,,238839,Singapore,65 6414 4466,65 6414 4467,,,,,
PAccount.020,Eva,Chew,252 North Bridge Road,Singapore,,179165,Singapore,252 North Bridge Road,Singapore,,179165,Singapore,65 6555 5779,65 6455 5771,,,,,
PAccount.021,Ethan,Sng,4 Tampines Central 5,Singapore,,529510,Singapore,4 Tampines Central 5,Singapore,,529510,Singapore,65 6968 3500,65 6968 3506,,,,,
PAccount.022,Gabrielle,Choo,2 Handy Road,Singapore,,229233,Singapore,2 Handy Road,Singapore,,229233,Singapore,65 6365 4831,65 6366 7224,,,,,
PAccount.023,Benjamin,Kwok,101 Thomson Road,Singapore,,307591,Singapore,101 Thomson Road,Singapore,,307591,Singapore,65 6302 1213,65 6302 1216,,,,,
PAccount.024,Nicole,Koh,38 Irrawaddy Road,Singapore,,329563,Singapore,38 Irrawaddy Road,Singapore,,329563,Singapore,65 6444 8602,65 6444 8607,,,,,
Contact,LASTNAME,FIRSTNAME,OTHERSTREET,OTHERCITY,OTHERSTATE,OTHERPOSTALCODE,OTHERCOUNTRY,MAILINGSTREET,MAILINGCITY,MAILINGSTATE,MAILINGPOSTALCODE,MAILINGCOUNTRY,PHONE,FAX,MOBILEPHONE,ASSISTANTPHONE,EMAIL,TITLE,DEPARTMENT
Contact.004,Heng,Jaden,168 Robinson Road,Singapore,Singapore,68912,Singapore,168 Robinson Road,Singapore,Singapore,68912,Singapore,65 6525 9000,65 6525 9652,,,Jaden.Heng@mailinator.com,President and CEO,C-Level
Contact.001,Boo,Lauren,6 Shenton Way ,Singapore,Singapore,68865,Singapore,6 Shenton Way ,Singapore,Singapore,68865,Singapore,4155551212,65 6525 9652,,,Lauren.Boo@mailinator.com,SVP Technology,Operations
Contact.009,Lee,Jayden,20 Cecil Street ,Singapore,Singapore,49705,Singapore,20 Cecil Street ,Singapore,Singapore,49705,Singapore,65 6534 8019,65 6534 8010,65 9762 7558,,Jayden.Lee@mailinator.com,SVP Marketing,Marketing
