Account,NAME,Site,BILLINGSTREET,BILLINGCITY,BILLINGSTATE,BILLINGPOSTALCODE,BILLINGCOUNTRY,SHIPPINGSTREET,SHIPPINGCITY,SHIPPINGSTATE,SHIPPINGPOSTALCODE,SHIPPINGCOUNTRY,PHONE,FAX,WEBSITE,DESCRIPTION,,,
Account.001,株式会社佐田工業*,東京都,丸の内１－２－１,千代田区,,1008050,Japan,丸の内１－２－１,千代田区,,1008050,Japan,(03) 5556-0153,(03) 5556-0153,http://www.unitedpartners.com,"""【事業内容】写真用、医療用、食用各種ゼラチンの製造販売。""",,,
Account.004,日本ストック株式会社,東京都,芝4-1-23,港区,,1088405,Japan,芝4-1-23,港区,,1088405,Japan,(045) 557-0153,(045) 557-0153,http://unitedpartnerswashingtondc.net,"""【事業内容】写真用、医療用、食用各種ゼラチンの製造販売。""",,,
Account.002,PＡＳＦジャパン株式会社,東京都,野沢３－１－１,世田谷区,,1548501,Japan,野沢３－１－１,世田谷区,,1548501,Japan,(03) 5558-0153,(03) 5558-0153,http://www.unitedpartnersbayarea.com,"""【事業内容】写真用、医療用、食用各種ゼラチンの製造販売。""",,,
Account.010,平成トレーデイング株式会社,東京都,東五軒町６－２４,新宿区,,1628710,Japan,東五軒町６－２４,新宿区,,1628710,Japan,(045) 555-0153,(045) 555-0153,http://www.acmeresellers.com,"""【事業内容】写真用、医療用、食用各種ゼラチンの製造販売。""",,,
Account.006,株式会社森谷商会*,東京都,三田１－４－２８,港区,,1088333,Japan,三田１－４－２８,港区,,1088333,Japan,(03) 5556-0153,(03) 5556-0153,http://www.Advanced.com,"""【事業内容】写真用、医療用、食用各種ゼラチンの製造販売。""",,,
Account.007,平成金属商事株式会社,東京都,京橋２－２－８,中央区,,1048302,Japan,京橋２－２－８,中央区,,1048302,Japan,(045) 557-0153,(045) 557-0153,http://universalservices.net,"""【事業内容】写真用、医療用、食用各種ゼラチンの製造販売。""",,,
Account.008,十条製薬株式会社,東京都,銀座５－３－１６,中央区,,1040061,Japan,銀座５－３－１６,中央区,,1040061,Japan,(03) 5558-0153,(03) 5558-0153,http://vandenterprisesinc.net,"""【事業内容】写真用、医療用、食用各種ゼラチンの製造販売。""",,,
Account.009,三谷中プラスティック,東京都,八重洲２－２－１,中央区,,1048466,Japan,八重洲２－２－１,中央区,,1048466,Japan,(045) 555-0153,(045) 555-0153,http://www.alliedtechnologies.com,"""【事業内容】写真用、医療用、食用各種ゼラチンの製造販売。""",,,
Account.003,京和不動産株式会社,東京都,八重洲２－８－１,中央区,,1048455,Japan,八重洲２－８－１,中央区,,1048455,Japan,(03) 5556-0153,(03) 5556-0153,http://unitedpartnersaz.net,"""【事業内容】写真用、医療用、食用各種ゼラチンの製造販売。""",,,
Account.005,六本木ビル株式会社,東京都,神田司町２－９,千代田区,,1018535,Japan,神田司町２－９,千代田区,,1018535,Japan,(045) 557-0153,(045) 557-0153,http://www.unitedpartnersva.com,"""【事業内容】写真用、医療用、食用各種ゼラチンの製造販売。""",,,
PAccount,FIRSTNAME,LASTNAME,BILLINGSTREET,BILLINGCITY,BILLINGSTATE,BILLINGPOSTALCODE,BILLINGCOUNTRY,SHIPPINGSTREET,SHIPPINGCITY,SHIPPINGSTATE,SHIPPINGPOSTALCODE,SHIPPINGCOUNTRY,PHONE,FAX,WEBSITE,DESCRIPTION,,,
PAccount.011,晶子,松下,東上野５－２－２,台東区,,1108624,Japan,東上野５－２－２,台東区,,1108624,Japan,(03) 5556-0153,(03) 5556-0153,,,,,
PAccount.013,年紀,小田,築地５－６－１０,中央区,,1040045,Japan,築地５－６－１０,中央区,,1040045,Japan,(045) 557-0153,(045) 557-0153,,,,,
PAccount.012,宏昭,佐久間,西新宿６－２４－１,新宿区,,1608366,Japan,西新宿６－２４－１,新宿区,,1608366,Japan,(03) 5558-0153,(03) 5558-0153,,,,,
PAccount.014,剛士,小島,西新宿６－２４－１,新宿区,,1608324,Japan,西新宿６－２４－１,新宿区,,1608324,Japan,(045) 555-0153,(045) 555-0153,,,,,
PAccount.015,広美,倉島,元赤坂１－６－４,港区,,1070051,Japan,元赤坂１－６－４,港区,,1070051,Japan,(03) 5556-0153,(03) 5556-0153,,,,,
