Account,NAME,Site,BILLINGSTREET,BILLINGCITY,BILLINGSTATE,BILLINGPOSTALCODE,BILLINGCOUNTRY,SHIPPINGSTREET,SHIPPINGCITY,SHIPPINGSTATE,SHIPPINGPOSTALCODE,SHIPPINGCOUNTRY,PHONE,FAX,WEBSITE,DESCRIPTION,,,
Account.001,United Partners*,Vancouver,609 Granville St,Vancouver,British Columbia,V7Y 1H2,Canada,609 Granville St,Vancouver,British Columbia,V7Y 1H2,Canada,(416) 555-0153,(416) 555-0182,http://www.unitedpartners.com,Formerly known as United Partners*,,,
Account.004,United Partners (Toronto),Toronto,333 Bloor St.,Toronto,Ontario,M4W 1G9,Canada,333 Bloor St.,Toronto,Ontario,M4W 1G9,Canada,(416) 555-0153,(416) 555-0182,http://unitedpartnerswashingtondc.net,Up and coming player in the space.,,,
Account.002,United Partners (Toronto-Queen St ),Toronto,299 Queen St W,Toronto,Ontario,M5V 2Z5,Canada,299 Queen St W,Toronto,Ontario,M5V 2Z5,Canada,(416) 555-0153,(416) 555-0182,http://www.unitedpartnersbayarea.com,Market leader in its field.,,,
Account.010,Acme Resellers,Vancouver,4535 Canada Way,Burnaby,British Columbia,V5G 1J9,Canada,4535 Canada Way,Burnaby,British Columbia,V5G 1J9,Canada,(604) 555-0153,(604) 555-0182,http://www.acmeresellers.com,Up and coming player in the space.,,,
Account.006,Advanced Inc.*,Toronto,181 Bay St.,Toronto,Ontario,M5J 2T3,Canada,181 Bay St.,Toronto,Ontario,M5J 2T3,Canada,(604) 555-0153,(604) 555-0182,http://www.Advanced.com,An innovator in its area.,,,
Account.007,Universal Services,Vancouver,1111 Georgia St W,Vancouver,British Columbia,V6E 4T6,Canada,1111 Georgia St W,Vancouver,British Columbia,V6E 4T6,Canada,(604) 555-0153,(604) 555-0182,http://universalservices.net,Up and coming player in the space.,,,
Account.008,"Vand Enterprises, Inc.",Montreal,"1000, de La Gauchetière Ouest",Montreal,Quebec,H2Z 1S4,Canada,"1000, de La Gauchetière Ouest",Montreal,Quebec,H2Z 1S4,Canada,(450) 555-0153,(450) 555-0182,http://vandenterprisesinc.net,An innovator in its area.,,,
Account.009,Allied Technologies,Montreal,1155 Rene-Levesque Blvd Ouest,Montreal,Quebec,H3B 4T3,Canada,1155 Rene-Levesque Blvd Ouest,Montreal,Quebec,H3B 4T3,Canada,(450) 555-0153,(450) 555-0182,http://www.alliedtechnologies.com,Up and coming player in the space.,,,
Account.003,United Partners (Calgary),Calgary,237 4th Ave. SW,Calgary,Alberta,T2P 0H6,Canada,237 4th Ave. SW,Calgary,Alberta,T2P 0H6,Canada,(403) 555-0153,(403) 555-0182,http://unitedpartnersaz.net,Market leader in its field.,,,
Account.005,United Partners (Ottawa),Ottawa,99 Bank St,Ottawa,Ontario,M5C 1G3,Canada,99 Bank St,Ottawa,Ontario,M5C 1G3,Canada,(613) 555-0153,(613) 555-0182,http://www.unitedpartnersva.com,An innovator in its area.,,,
Paccount,FIRSTNAME,LASTNAME,BILLINGSTREET,BILLINGCITY,BILLINGSTATE,BILLINGPOSTALCODE,BILLINGCOUNTRY,SHIPPINGSTREET,SHIPPINGCITY,SHIPPINGSTATE,SHIPPINGPOSTALCODE,SHIPPINGCOUNTRY,PHONE,FAX,WEBSITE,DESCRIPTION,,,
PAccount.011,Larry,Baxter,6 High Point Rd.,Toronto,Ontario,M3B 2A4,Canada,6 High Point Rd.,Toronto,Ontario,M3B 2A4,Canada,(310) 555-0100,(310) 555-0199,,,,,
